"date","rate_week_average"
2019-08-27,1.9475
2019-08-28,1.9475
2019-08-29,1.9475
2019-08-30,1.9475
2019-09-02,1.9475
2019-09-03,1.928
2019-09-04,1.928
2019-09-05,1.928
2019-09-06,1.928
2019-09-09,1.928
2019-09-10,1.922
2019-09-11,1.922
2019-09-12,1.922
2019-09-13,1.922
2019-09-16,1.922
2019-09-17,1.904
2019-09-18,1.904
2019-09-19,1.904
2019-09-20,1.904
2019-09-23,1.904
2019-09-24,1.824
2019-09-25,1.824
2019-09-26,1.824
2019-09-27,1.824
2019-09-30,1.824
2019-10-01,1.718
2019-10-02,1.718
2019-10-03,1.718
2019-10-04,1.718
2019-10-07,1.718
2019-10-08,1.66
2019-10-09,1.66
2019-10-10,1.66
2019-10-11,1.66
2019-10-14,1.66
2019-10-15,1.634
2019-10-16,1.634
2019-10-17,1.634
2019-10-18,1.634
2019-10-21,1.634
2019-10-22,1.626
2019-10-23,1.626
2019-10-24,1.626
2019-10-25,1.626
2019-10-28,1.626
2019-10-29,1.538
2019-10-30,1.538
2019-10-31,1.538
2019-11-01,1.538
2019-11-04,1.538
2019-11-05,1.5275
2019-11-06,1.5275
2019-11-07,1.5275
2019-11-08,1.5275
2019-11-11,1.5275
2019-11-12,1.544
2019-11-13,1.544
2019-11-14,1.544
2019-11-15,1.544
2019-11-18,1.544
2019-11-19,1.552
2019-11-20,1.552
2019-11-21,1.552
2019-11-22,1.552
2019-11-25,1.552
2019-11-26,1.5725
2019-11-27,1.5725
2019-11-28,1.5725
2019-11-29,1.5725
2019-12-02,1.5725
2019-12-03,1.516
2019-12-04,1.516
2019-12-05,1.516
2019-12-06,1.516
2019-12-09,1.516
2019-12-10,1.536
2019-12-11,1.536
2019-12-12,1.536
2019-12-13,1.536
2019-12-16,1.536
2019-12-17,1.542
2019-12-18,1.542
2019-12-19,1.542
2019-12-20,1.542
2019-12-23,1.542
2019-12-24,1.545
2019-12-25,1.545
2019-12-26,1.545
2019-12-27,1.545
2019-12-30,1.545
2019-12-31,1.52
2020-01-01,1.51
2020-01-02,1.51
2020-01-03,1.51
2020-01-06,1.51
2020-01-07,1.51
2020-01-08,1.522
2020-01-09,1.522
2020-01-10,1.522
2020-01-13,1.522
2020-01-14,1.522
2020-01-15,1.53
2020-01-16,1.53
2020-01-17,1.53
2020-01-20,1.53
2020-01-21,1.53
2020-01-22,1.522
2020-01-23,1.522
2020-01-24,1.522
2020-01-27,1.522
2020-01-28,1.522
2020-01-29,1.534
2020-01-30,1.534
2020-01-31,1.534
2020-02-03,1.534
2020-02-04,1.534
2020-02-05,1.54
2020-02-06,1.54
2020-02-07,1.54
2020-02-10,1.54
2020-02-11,1.54
2020-02-12,1.5525
2020-02-13,1.5525
2020-02-14,1.5525
2020-02-17,1.5525
2020-02-18,1.5525
2020-02-19,1.526
2020-02-20,1.526
2020-02-21,1.526
2020-02-24,1.526
2020-02-25,1.526
2020-02-26,1.24
2020-02-27,1.24
2020-02-28,1.24
2020-03-02,1.24
2020-03-03,1.24
2020-03-04,0.504
2020-03-05,0.504
2020-03-06,0.504
2020-03-09,0.504
2020-03-10,0.504
2020-03-11,0.288
2020-03-12,0.288
2020-03-13,0.288
2020-03-16,0.288
2020-03-17,0.288
2020-03-18,0.028
2020-03-19,0.028
2020-03-20,0.028
2020-03-23,0.028
2020-03-24,0.028
2020-03-25,0.034
2020-03-26,0.034
2020-03-27,0.034
2020-03-30,0.034
2020-03-31,0.034
2020-04-01,0.114
2020-04-02,0.114
2020-04-03,0.114
2020-04-06,0.114
2020-04-07,0.114
2020-04-08,0.2325
2020-04-09,0.2325
2020-04-10,0.2325
2020-04-13,0.2325
2020-04-14,0.2325
2020-04-15,0.126
2020-04-16,0.126
2020-04-17,0.126
2020-04-20,0.126
2020-04-21,0.126
2020-04-22,0.116
2020-04-23,0.116
2020-04-24,0.116
2020-04-27,0.116
2020-04-28,0.116
2020-04-29,0.114
2020-04-30,0.114
2020-05-01,0.114
2020-05-04,0.114
2020-05-05,0.114
2020-05-06,0.12
2020-05-07,0.12
2020-05-08,0.12
2020-05-11,0.12
2020-05-12,0.12
2020-05-13,0.126
2020-05-14,0.126
2020-05-15,0.126
2020-05-18,0.126
2020-05-19,0.126
2020-05-20,0.125
2020-05-21,0.125
2020-05-22,0.125
2020-05-25,0.125
2020-05-26,0.125
2020-05-27,0.146
2020-05-28,0.146
2020-05-29,0.146
2020-06-01,0.146
2020-06-02,0.146
2020-06-03,0.164
2020-06-04,0.164
2020-06-05,0.164
2020-06-08,0.164
2020-06-09,0.164
2020-06-10,0.17
2020-06-11,0.17
2020-06-12,0.17
2020-06-15,0.17
2020-06-16,0.17
2020-06-17,0.16
2020-06-18,0.16
2020-06-19,0.16
2020-06-22,0.16
2020-06-23,0.16
2020-06-24,0.15
2020-06-25,0.15
2020-06-26,0.15
2020-06-29,0.15
2020-06-30,0.15
2020-07-01,0.145
2020-07-02,0.145
2020-07-03,0.145
2020-07-06,0.145
2020-07-07,0.145
2020-07-08,0.14
2020-07-09,0.14
2020-07-10,0.14
2020-07-13,0.14
2020-07-14,0.14
2020-07-15,0.128
2020-07-16,0.128
2020-07-17,0.128
2020-07-20,0.128
2020-07-21,0.128
2020-07-22,0.116
2020-07-23,0.116
2020-07-24,0.116
2020-07-27,0.116
2020-07-28,0.116
2020-07-29,0.096
2020-07-30,0.096
2020-07-31,0.096
2020-08-03,0.096
2020-08-04,0.096
2020-08-05,0.104
2020-08-06,0.104
2020-08-07,0.104
2020-08-10,0.104
2020-08-11,0.104
2020-08-12,0.1
2020-08-13,0.1
2020-08-14,0.1
2020-08-17,0.1
2020-08-18,0.1
2020-08-19,0.11
2020-08-20,0.11
2020-08-21,0.11
2020-08-24,0.11
2020-08-25,0.11
2020-08-26,0.11
2020-08-27,0.11
2020-08-28,0.11
2020-08-31,0.11
2020-09-01,0.11
2020-09-02,0.1175
2020-09-03,0.1175
2020-09-04,0.1175
2020-09-07,0.1175
2020-09-08,0.1175
2020-09-09,0.114
2020-09-10,0.114
2020-09-11,0.114
2020-09-14,0.114
2020-09-15,0.114
2020-09-16,0.102
2020-09-17,0.102
2020-09-18,0.102
2020-09-21,0.102
2020-09-22,0.102
2020-09-23,0.102
2020-09-24,0.102
2020-09-25,0.102
2020-09-28,0.102
2020-09-29,0.102
2020-09-30,0.096
2020-10-01,0.096
2020-10-02,0.096
2020-10-05,0.096
2020-10-06,0.096
2020-10-07,0.1
2020-10-08,0.1
2020-10-09,0.1
2020-10-12,0.1
2020-10-13,0.1
2020-10-14,0.11
2020-10-15,0.11
2020-10-16,0.11
2020-10-19,0.11
2020-10-20,0.11
2020-10-21,0.1
2020-10-22,0.1
2020-10-23,0.1
2020-10-26,0.1
2020-10-27,0.1
2020-10-28,0.094
2020-10-29,0.094
2020-10-30,0.094
2020-11-02,0.094
2020-11-03,0.094
2020-11-04,0.102
2020-11-05,0.102
2020-11-06,0.102
2020-11-09,0.102
2020-11-10,0.102
2020-11-11,0.0925
2020-11-12,0.0925
2020-11-13,0.0925
2020-11-16,0.0925
2020-11-17,0.0925
2020-11-18,0.08
2020-11-19,0.08
2020-11-20,0.08
2020-11-23,0.08
2020-11-24,0.08
2020-11-25,0.0875
2020-11-26,0.0875
2020-11-27,0.0875
2020-11-30,0.0875
2020-12-01,0.0875
2020-12-02,0.086
2020-12-03,0.086
2020-12-04,0.086
2020-12-07,0.086
2020-12-08,0.086
2020-12-09,0.082
2020-12-10,0.082
2020-12-11,0.082
2020-12-14,0.082
2020-12-15,0.082
2020-12-16,0.086
2020-12-17,0.086
2020-12-18,0.086
2020-12-21,0.086
2020-12-22,0.086
2020-12-23,0.0975
2020-12-24,0.0975
2020-12-25,0.0975
2020-12-28,0.0975
2020-12-29,0.0975
2020-12-30,0.085
2020-12-31,0.085
2021-01-01,0.09
2021-01-04,0.09
2021-01-05,0.09
2021-01-06,0.09
2021-01-07,0.09
2021-01-08,0.086
2021-01-11,0.086
2021-01-12,0.086
2021-01-13,0.086
2021-01-14,0.086
2021-01-15,0.0875
2021-01-18,0.0875
2021-01-19,0.0875
2021-01-20,0.0875
2021-01-21,0.0875
2021-01-22,0.078
2021-01-25,0.078
2021-01-26,0.078
2021-01-27,0.078
2021-01-28,0.078
2021-01-29,0.056
2021-02-01,0.056
2021-02-02,0.056
2021-02-03,0.056
2021-02-04,0.056
2021-02-05,0.044
2021-02-08,0.044
2021-02-09,0.044
2021-02-10,0.044
2021-02-11,0.044
2021-02-12,0.0375
2021-02-15,0.0375
2021-02-16,0.0375
2021-02-17,0.0375
2021-02-18,0.0375
2021-02-19,0.036
2021-02-22,0.036
2021-02-23,0.036
2021-02-24,0.036
2021-02-25,0.036
2021-02-26,0.044
2021-03-01,0.044
2021-03-02,0.044
2021-03-03,0.044
2021-03-04,0.044
2021-03-05,0.044
2021-03-08,0.044
2021-03-09,0.044
2021-03-10,0.044
2021-03-11,0.044
2021-03-12,0.026
2021-03-15,0.026
2021-03-16,0.026
2021-03-17,0.026
2021-03-18,0.026
2021-03-19,0.018
2021-03-22,0.018
2021-03-23,0.018
2021-03-24,0.018
2021-03-25,0.018
2021-03-26,0.024
2021-03-29,0.024
2021-03-30,0.024
2021-03-31,0.024
2021-04-01,0.024
2021-04-02,0.02
2021-04-05,0.02
2021-04-06,0.02
2021-04-07,0.02
2021-04-08,0.02
2021-04-09,0.022
2021-04-12,0.022
2021-04-13,0.022
2021-04-14,0.022
2021-04-15,0.022
2021-04-16,0.026
2021-04-19,0.026
2021-04-20,0.026
2021-04-21,0.026
2021-04-22,0.026
2021-04-23,0.018
2021-04-26,0.018
2021-04-27,0.018
2021-04-28,0.018
2021-04-29,0.018
2021-04-30,0.022
2021-05-03,0.022
2021-05-04,0.022
2021-05-05,0.022
2021-05-06,0.022
2021-05-07,0.018
2021-05-10,0.018
2021-05-11,0.018
2021-05-12,0.018
2021-05-13,0.018
2021-05-14,0.014
2021-05-17,0.014
2021-05-18,0.014
2021-05-19,0.014
2021-05-20,0.014
2021-05-21,0.018
2021-05-24,0.018
2021-05-25,0.018
2021-05-26,0.018
2021-05-27,0.018
2021-05-28,0.0175
2021-05-31,0.0175
2021-06-01,0.0175
2021-06-02,0.0175
2021-06-03,0.0175
2021-06-04,0.024
2021-06-07,0.024
2021-06-08,0.024
2021-06-09,0.024
2021-06-10,0.024
2021-06-11,0.034
2021-06-14,0.034
2021-06-15,0.034
2021-06-16,0.034
2021-06-17,0.034
2021-06-18,0.048
2021-06-21,0.048
2021-06-22,0.048
2021-06-23,0.048
2021-06-24,0.048
2021-06-25,0.05
2021-06-28,0.05
2021-06-29,0.05
2021-06-30,0.05
2021-07-01,0.05
2021-07-02,0.0525
2021-07-05,0.0525
2021-07-06,0.0525
2021-07-07,0.0525
2021-07-08,0.0525
2021-07-09,0.054
2021-07-12,0.054
2021-07-13,0.054
2021-07-14,0.054
2021-07-15,0.054
2021-07-16,0.05
2021-07-19,0.05
2021-07-20,0.05
2021-07-21,0.05
2021-07-22,0.05
2021-07-23,0.052
2021-07-26,0.052
2021-07-27,0.052
2021-07-28,0.052
2021-07-29,0.052
2021-07-30,0.052
2021-08-02,0.052
2021-08-03,0.052
2021-08-04,0.052
2021-08-05,0.052
2021-08-06,0.056
2021-08-09,0.056
2021-08-10,0.056
2021-08-11,0.056
2021-08-12,0.056
2021-08-13,0.064
2021-08-16,0.064
2021-08-17,0.064
2021-08-18,0.064
2021-08-19,0.064
2021-08-20,0.052
2021-08-23,0.052
2021-08-24,0.052
2021-08-25,0.052
2021-08-26,0.052
2021-08-27,0.048
2021-08-30,0.048
2021-08-31,0.048
2021-09-01,0.048
2021-09-02,0.048
2021-09-03,0.0475
2021-09-06,0.0475
2021-09-07,0.0475
2021-09-08,0.0475
2021-09-09,0.0475
2021-09-10,0.046
2021-09-13,0.046
2021-09-14,0.046
2021-09-15,0.046
2021-09-16,0.046
2021-09-17,0.034
2021-09-20,0.034
2021-09-21,0.034
2021-09-22,0.034
2021-09-23,0.034
2021-09-24,0.038
2021-09-27,0.038
2021-09-28,0.038
2021-09-29,0.038
2021-09-30,0.038
2021-10-01,0.042
2021-10-04,0.042
2021-10-05,0.042
2021-10-06,0.042
2021-10-07,0.042
2021-10-08,0.0525
2021-10-11,0.0525
2021-10-12,0.0525
2021-10-13,0.0525
2021-10-14,0.0525
2021-10-15,0.054
2021-10-18,0.054
2021-10-19,0.054
2021-10-20,0.054
2021-10-21,0.054
2021-10-22,0.06
2021-10-25,0.06
2021-10-26,0.06
2021-10-27,0.06
2021-10-28,0.06
2021-10-29,0.048
2021-11-01,0.048
2021-11-02,0.048
2021-11-03,0.048
2021-11-04,0.048
2021-11-05,0.05
2021-11-08,0.05
2021-11-09,0.05
2021-11-10,0.05
2021-11-11,0.05
2021-11-12,0.05
2021-11-15,0.05
2021-11-16,0.05
2021-11-17,0.05
2021-11-18,0.05
2021-11-19,0.055
2021-11-22,0.055
2021-11-23,0.055
2021-11-24,0.055
2021-11-25,0.055
2021-11-26,0.056
2021-11-29,0.056
2021-11-30,0.056
2021-12-01,0.056
2021-12-02,0.056
2021-12-03,0.062
2021-12-06,0.062
2021-12-07,0.062
2021-12-08,0.062
2021-12-09,0.062
2021-12-10,0.054
2021-12-13,0.054
2021-12-14,0.054
2021-12-15,0.054
2021-12-16,0.054
2021-12-17,0.07
2021-12-20,0.07
2021-12-21,0.07
2021-12-22,0.07
2021-12-23,0.07
2021-12-24,0.055
2021-12-27,0.055
2021-12-28,0.055
2021-12-29,0.055
2021-12-30,0.055
2021-12-31,0.06
2022-01-03,0.092
2022-01-04,0.092
2022-01-05,0.092
2022-01-06,0.092
2022-01-07,0.092
2022-01-10,0.124
2022-01-11,0.124
2022-01-12,0.124
2022-01-13,0.124
2022-01-14,0.124
2022-01-17,0.1725
2022-01-18,0.1725
2022-01-19,0.1725
2022-01-20,0.1725
2022-01-21,0.1725
2022-01-24,0.196
2022-01-25,0.196
2022-01-26,0.196
2022-01-27,0.196
2022-01-28,0.196
2022-01-31,0.216
2022-02-01,0.216
2022-02-02,0.216
2022-02-03,0.216
2022-02-04,0.216
2022-02-07,0.32
2022-02-08,0.32
2022-02-09,0.32
2022-02-10,0.32
2022-02-11,0.32
2022-02-14,0.394
2022-02-15,0.394
2022-02-16,0.394
2022-02-17,0.394
2022-02-18,0.394
2022-02-21,0.3525
2022-02-22,0.3525
2022-02-23,0.3525
2022-02-24,0.3525
2022-02-25,0.3525
2022-02-28,0.344
2022-03-01,0.344
2022-03-02,0.344
2022-03-03,0.344
2022-03-04,0.344
2022-03-07,0.378
2022-03-08,0.378
2022-03-09,0.378
2022-03-10,0.378
2022-03-11,0.378
2022-03-14,0.43
2022-03-15,0.43
2022-03-16,0.43
2022-03-17,0.43
2022-03-18,0.43
2022-03-21,0.518
2022-03-22,0.518
2022-03-23,0.518
2022-03-24,0.518
2022-03-25,0.518
2022-03-28,0.548
2022-03-29,0.548
2022-03-30,0.548
2022-03-31,0.548
2022-04-01,0.548
2022-04-04,0.672
2022-04-05,0.672
2022-04-06,0.672
2022-04-07,0.672
2022-04-08,0.672
2022-04-11,0.7625
2022-04-12,0.7625
2022-04-13,0.7625
2022-04-14,0.7625
2022-04-15,0.7625
2022-04-18,0.82
2022-04-19,0.82
2022-04-20,0.82
2022-04-21,0.82
2022-04-22,0.82
2022-04-25,0.846
2022-04-26,0.846
2022-04-27,0.846
2022-04-28,0.846
2022-04-29,0.846
2022-05-02,0.872
2022-05-03,0.872
2022-05-04,0.872
2022-05-05,0.872
2022-05-06,0.872
2022-05-09,0.934
2022-05-10,0.934
2022-05-11,0.934
2022-05-12,0.934
2022-05-13,0.934
2022-05-16,1.04
2022-05-17,1.04
2022-05-18,1.04
2022-05-19,1.04
2022-05-20,1.04
2022-05-23,1.058
2022-05-24,1.058
2022-05-25,1.058
2022-05-26,1.058
2022-05-27,1.058
2022-05-30,1.1375
2022-05-31,1.1375
2022-06-01,1.1375
2022-06-02,1.1375
2022-06-03,1.1375
2022-06-06,1.264
2022-06-07,1.264
2022-06-08,1.264
2022-06-09,1.264
2022-06-10,1.264
2022-06-13,1.656
2022-06-14,1.656
2022-06-15,1.656
2022-06-16,1.656
2022-06-17,1.656
2022-06-20,1.62
2022-06-21,1.62
2022-06-22,1.62
2022-06-23,1.62
2022-06-24,1.62
2022-06-27,1.71
2022-06-28,1.71
2022-06-29,1.71
2022-06-30,1.71
2022-07-01,1.71
2022-07-04,1.8775
2022-07-05,1.8775
2022-07-06,1.8775
2022-07-07,1.8775
2022-07-08,1.8775
2022-07-11,2.248
2022-07-12,2.248
2022-07-13,2.248
2022-07-14,2.248
2022-07-15,2.248
2022-07-18,2.43
2022-07-19,2.43
2022-07-20,2.43
2022-07-21,2.43
2022-07-22,2.43
2022-07-25,2.418
2022-07-26,2.418
2022-07-27,2.418
2022-07-28,2.418
2022-07-29,2.418
2022-08-01,2.458
2022-08-02,2.458
2022-08-03,2.458
2022-08-04,2.458
2022-08-05,2.458
2022-08-08,2.552
2022-08-09,2.552
2022-08-10,2.552
2022-08-11,2.552
2022-08-12,2.552
2022-08-15,2.616
2022-08-16,2.616
2022-08-17,2.616
2022-08-18,2.616
2022-08-19,2.616
2022-08-22,2.748
2022-08-23,2.748
2022-08-24,2.748
2022-08-25,2.748
2022-08-26,2.748
2022-08-29,2.874
2022-08-30,2.874
2022-08-31,2.874
2022-09-01,2.874
2022-09-02,2.874
2022-09-05,2.9725
2022-09-06,2.9725
2022-09-07,2.9725
2022-09-08,2.9725
2022-09-09,2.9725
2022-09-12,3.128
2022-09-13,3.128
2022-09-14,3.128
2022-09-15,3.128
2022-09-16,3.128
2022-09-19,3.214
2022-09-20,3.214
2022-09-21,3.214
2022-09-22,3.214
2022-09-23,3.214
2022-09-26,3.266
2022-09-27,3.266
2022-09-28,3.266
2022-09-29,3.266
2022-09-30,3.266
2022-10-03,3.324
2022-10-04,3.324
2022-10-05,3.324
2022-10-06,3.324
2022-10-07,3.324
2022-10-10,3.595
2022-10-11,3.595
2022-10-12,3.595
2022-10-13,3.595
2022-10-14,3.595
2022-10-17,3.886
2022-10-18,3.886
2022-10-19,3.886
2022-10-20,3.886
2022-10-21,3.886
2022-10-24,3.97
2022-10-25,3.97
2022-10-26,3.97
2022-10-27,3.97
2022-10-28,3.97
2022-10-31,4.048
2022-11-01,4.048
2022-11-02,4.048
2022-11-03,4.048
2022-11-04,4.048
2022-11-07,4.105
2022-11-08,4.105
2022-11-09,4.105
2022-11-10,4.105
2022-11-11,4.105
2022-11-14,4.144
2022-11-15,4.144
2022-11-16,4.144
2022-11-17,4.144
2022-11-18,4.144
2022-11-21,4.2175
2022-11-22,4.2175
2022-11-23,4.2175
2022-11-24,4.2175
2022-11-25,4.2175
2022-11-28,4.256
2022-11-29,4.256
2022-11-30,4.256
2022-12-01,4.256
2022-12-02,4.256
2022-12-05,4.22
2022-12-06,4.22
2022-12-07,4.22
2022-12-08,4.22
2022-12-09,4.22
2022-12-12,4.24
2022-12-13,4.24
2022-12-14,4.24
2022-12-15,4.24
2022-12-16,4.24
2022-12-19,4.244
2022-12-20,4.244
2022-12-21,4.244
2022-12-22,4.244
2022-12-23,4.244
2022-12-26,4.335
2022-12-27,4.335
2022-12-28,4.335
2022-12-29,4.335
2022-12-30,4.335
2023-01-02,4.4575
2023-01-03,4.4575
2023-01-04,4.4575
2023-01-05,4.4575
2023-01-06,4.4575
2023-01-09,4.54
2023-01-10,4.54
2023-01-11,4.54
2023-01-12,4.54
2023-01-13,4.54
2023-01-16,4.555
2023-01-17,4.555
2023-01-18,4.555
2023-01-19,4.555
2023-01-20,4.555
2023-01-23,4.566
2023-01-24,4.566
2023-01-25,4.566
2023-01-26,4.566
2023-01-27,4.566
2023-01-30,4.562
2023-01-31,4.562
2023-02-01,4.562
2023-02-02,4.562
2023-02-03,4.562
2023-02-06,4.614
2023-02-07,4.614
2023-02-08,4.614
2023-02-09,4.614
2023-02-10,4.614
2023-02-13,4.682
2023-02-14,4.682
2023-02-15,4.682
2023-02-16,4.682
2023-02-17,4.682
2023-02-20,4.715
2023-02-21,4.715
2023-02-22,4.715
2023-02-23,4.715
2023-02-24,4.715
2023-02-27,4.734
2023-02-28,4.734
2023-03-01,4.734
2023-03-02,4.734
2023-03-03,4.734
2023-03-06,4.844
2023-03-07,4.844
2023-03-08,4.844
2023-03-09,4.844
2023-03-10,4.844
2023-03-13,4.586
2023-03-14,4.586
2023-03-15,4.586
2023-03-16,4.586
2023-03-17,4.586
2023-03-20,4.608
2023-03-21,4.608
2023-03-22,4.608
2023-03-23,4.608
2023-03-24,4.608
2023-03-27,4.702
2023-03-28,4.702
2023-03-29,4.702
2023-03-30,4.702
2023-03-31,4.702
2023-04-03,4.762
2023-04-04,4.762
2023-04-05,4.762
2023-04-06,4.762
2023-04-07,4.762
2023-04-10,4.926
2023-04-11,4.926
2023-04-12,4.926
2023-04-13,4.926
2023-04-14,4.926
2023-04-17,5.012
2023-04-18,5.012
2023-04-19,5.012
2023-04-20,5.012
2023-04-21,5.012
2023-04-24,4.998
2023-04-25,4.998
2023-04-26,4.998
2023-04-27,4.998
2023-04-28,4.998
2023-05-01,5.094
2023-05-02,5.094
2023-05-03,5.094
2023-05-04,5.094
2023-05-05,5.094
2023-05-08,5.096
2023-05-09,5.096
2023-05-10,5.096
2023-05-11,5.096
2023-05-12,5.096
2023-05-15,5.098
2023-05-16,5.098
2023-05-17,5.098
2023-05-18,5.098
2023-05-19,5.098
2023-05-22,5.2
2023-05-23,5.2
2023-05-24,5.2
2023-05-25,5.2
2023-05-26,5.2
2023-05-29,5.2525
2023-05-30,5.2525
2023-05-31,5.2525
2023-06-01,5.2525
2023-06-02,5.2525
2023-06-05,5.154
2023-06-06,5.154
2023-06-07,5.154
2023-06-08,5.154
2023-06-09,5.154
2023-06-12,5.102
2023-06-13,5.102
2023-06-14,5.102
2023-06-15,5.102
2023-06-16,5.102
2023-06-19,5.1475
2023-06-20,5.1475
2023-06-21,5.1475
2023-06-22,5.1475
2023-06-23,5.1475
2023-06-26,5.196
2023-06-27,5.196
2023-06-28,5.196
2023-06-29,5.196
2023-06-30,5.196
2023-07-03,5.2175
2023-07-04,5.2175
2023-07-05,5.2175
2023-07-06,5.2175
2023-07-07,5.2175
2023-07-10,5.246
2023-07-11,5.246
2023-07-12,5.246
2023-07-13,5.246
2023-07-14,5.246
2023-07-17,5.26
2023-07-18,5.26
2023-07-19,5.26
2023-07-20,5.26
2023-07-21,5.26
2023-07-24,5.28
2023-07-25,5.28
2023-07-26,5.28
2023-07-27,5.28
2023-07-28,5.28
2023-07-31,5.274
2023-08-01,5.274
2023-08-02,5.274
2023-08-03,5.274
2023-08-04,5.274
2023-08-07,5.286
2023-08-08,5.286
2023-08-09,5.286
2023-08-10,5.286
2023-08-11,5.286
2023-08-14,5.288
2023-08-15,5.288
2023-08-16,5.288
2023-08-17,5.288
2023-08-18,5.288
2023-08-21,5.31
2023-08-22,5.31
2023-08-23,5.31
2023-08-24,5.31
2023-08-25,5.31
2023-08-28,5.322
2023-08-29,5.322
2023-08-30,5.322
2023-08-31,5.322
2023-09-01,5.322
2023-09-04,5.31
2023-09-05,5.31
2023-09-06,5.31
2023-09-07,5.31
2023-09-08,5.31
2023-09-11,5.316
2023-09-12,5.316
2023-09-13,5.316
2023-09-14,5.316
2023-09-15,5.316
2023-09-18,5.32
2023-09-19,5.32
2023-09-20,5.32
2023-09-21,5.32
2023-09-22,5.32
2023-09-25,5.334
2023-09-26,5.334
2023-09-27,5.334
2023-09-28,5.334
2023-09-29,5.334
2023-10-02,5.348
2023-10-03,5.348
2023-10-04,5.348
2023-10-05,5.348
2023-10-06,5.348
2023-10-09,5.345
2023-10-10,5.345
2023-10-11,5.345
2023-10-12,5.345
2023-10-13,5.345
2023-10-16,5.334
2023-10-17,5.334
2023-10-18,5.334
2023-10-19,5.334
2023-10-20,5.334
2023-10-23,5.318
2023-10-24,5.318
2023-10-25,5.318
2023-10-26,5.318
2023-10-27,5.318
2023-10-30,5.304
2023-10-31,5.304
2023-11-01,5.304
2023-11-02,5.304
2023-11-03,5.304
2023-11-06,5.276
2023-11-07,5.276
2023-11-08,5.276
2023-11-09,5.276
2023-11-10,5.276
2023-11-13,5.26
2023-11-14,5.26
2023-11-15,5.26
2023-11-16,5.26
2023-11-17,5.26
2023-11-20,5.27
2023-11-21,5.27
2023-11-22,5.27
2023-11-23,5.27
2023-11-24,5.27
2023-11-27,5.256
2023-11-28,5.256
2023-11-29,5.256
2023-11-30,5.256
2023-12-01,5.256
2023-12-04,5.248
2023-12-05,5.248
2023-12-06,5.248
2023-12-07,5.248
2023-12-08,5.248
2023-12-11,5.246
2023-12-12,5.246
2023-12-13,5.246
2023-12-14,5.246
2023-12-15,5.246
2023-12-18,5.238
2023-12-19,5.238
2023-12-20,5.238
2023-12-21,5.238
2023-12-22,5.238
2023-12-25,5.235
2023-12-26,5.235
2023-12-27,5.235
2023-12-28,5.235
2023-12-29,5.235
2024-01-01,5.235
2024-01-02,5.235
2024-01-03,5.235
2024-01-04,5.235
2024-01-05,5.235
2024-01-08,5.234
2024-01-09,5.234
2024-01-10,5.234
2024-01-11,5.234
2024-01-12,5.234
2024-01-15,5.225
2024-01-16,5.225
2024-01-17,5.225
2024-01-18,5.225
2024-01-19,5.225
2024-01-22,5.212
2024-01-23,5.212
2024-01-24,5.212
2024-01-25,5.212
2024-01-26,5.212
2024-01-29,5.22
2024-01-30,5.22
2024-01-31,5.22
2024-02-01,5.22
2024-02-02,5.22
2024-02-05,5.23
2024-02-06,5.23
2024-02-07,5.23
2024-02-08,5.23
2024-02-09,5.23
2024-02-12,5.236
2024-02-13,5.236
2024-02-14,5.236
2024-02-15,5.236
2024-02-16,5.236
2024-02-19,5.2475
2024-02-20,5.2475
2024-02-21,5.2475
2024-02-22,5.2475
2024-02-23,5.2475
2024-02-26,5.246
2024-02-27,5.246
2024-02-28,5.246
2024-02-29,5.246
2024-03-01,5.246
2024-03-04,5.238
2024-03-05,5.238
2024-03-06,5.238
2024-03-07,5.238
2024-03-08,5.238
2024-03-11,5.248
2024-03-12,5.248
2024-03-13,5.248
2024-03-14,5.248
2024-03-15,5.248
2024-03-18,5.244
2024-03-19,5.244
2024-03-20,5.244
2024-03-21,5.244
2024-03-22,5.244
2024-03-25,5.225
2024-03-26,5.225
2024-03-27,5.225
2024-03-28,5.225
2024-03-29,5.225
2024-04-01,5.222
2024-04-02,5.222
2024-04-03,5.222
2024-04-04,5.222
2024-04-05,5.222
2024-04-08,5.242
2024-04-09,5.242
2024-04-10,5.242
2024-04-11,5.242
2024-04-12,5.242
2024-04-15,5.25
2024-04-16,5.25
2024-04-17,5.25
2024-04-18,5.25
2024-04-19,5.25
2024-04-22,5.248
2024-04-23,5.248
2024-04-24,5.248
2024-04-25,5.248
2024-04-26,5.248
2024-04-29,5.252
2024-04-30,5.252
2024-05-01,5.252
2024-05-02,5.252
2024-05-03,5.252
2024-05-06,5.252
2024-05-07,5.252
2024-05-08,5.252
2024-05-09,5.252
2024-05-10,5.252
2024-05-13,5.248
2024-05-14,5.248
2024-05-15,5.248
2024-05-16,5.248
2024-05-17,5.248
2024-05-20,5.254
2024-05-21,5.254
2024-05-22,5.254
2024-05-23,5.254
2024-05-24,5.254
2024-05-27,5.2575
2024-05-28,5.2575
2024-05-29,5.2575
2024-05-30,5.2575
2024-05-31,5.2575
2024-06-03,5.254
2024-06-04,5.254
2024-06-05,5.254
2024-06-06,5.254
2024-06-07,5.254
2024-06-10,5.25
2024-06-11,5.25
2024-06-12,5.25
2024-06-13,5.25
2024-06-14,5.25
2024-06-17,5.24
2024-06-18,5.24
2024-06-19,5.24
2024-06-20,5.24
2024-06-21,5.24
