Security,UMG NA Equity,,,,,
Start Date,9/21/2021 0:00,,,,,
End Date,3/26/2025 0:00,,,,,
Period,D,,,,,
Currency,USD,,,,,
,,,,,,
Date,PX_LAST,Change,% Change,PX_BID,Change,% Change
12/20/2024,25.41547,0.30834,1.228097357,25.41547,0.30834,1.228097357
12/19/2024,25.10713,-1.00705,-3.856333992,25.10713,-1.00705,-3.856333992
12/18/2024,26.11418,-0.03082,-0.117881048,26.11418,-0.02032,-0.077751631
12/17/2024,26.145,0.48765,1.900624967,26.1345,0.49817,1.943218862
12/16/2024,25.65735,-0.01587,-0.061815386,25.63633,-0.02639,-0.102833994
12/13/2024,25.67322,0.18729,0.734876067,25.66272,0.2293,0.901569667
12/12/2024,25.48593,0.06302,0.24788665,25.43342,0.04197,0.16529186
12/11/2024,25.42291,0.68237,2.758104714,25.39145,0.66142,2.674562061
12/10/2024,24.74054,-0.10248,-0.412510234,24.73003,-0.10242,-0.412444201
12/9/2024,24.84302,0.17478,0.708522375,24.83245,0.16421,0.665673757
12/6/2024,24.66824,-0.00804,-0.032581896,24.66824,0.00253,0.010257155
12/5/2024,24.67628,0.29366,1.204382466,24.66571,0.29363,1.204780224
12/4/2024,24.38262,-0.13942,-0.568549762,24.37208,-0.14996,-0.611531504
12/3/2024,24.52204,0.2633,1.085382011,24.52204,0.27378,1.129070704
12/2/2024,24.25874,0.15313,0.635246318,24.24826,0.15322,0.635898509
11/29/2024,24.10561,0.27694,1.162213418,24.09504,0.26637,1.117855088
11/28/2024,23.82867,-0.11539,-0.48191493,23.82867,-0.09424,-0.393932009
11/27/2024,23.94406,0.38656,1.64092115,23.92291,0.37588,1.596294734
11/26/2024,23.5575,-0.036,-0.152584398,23.54703,-0.03598,-0.152567463
11/25/2024,23.5935,0.0674,0.286490324,23.58301,0.05691,0.241901548
11/22/2024,23.5261,0.50494,2.193373401,23.5261,0.50494,2.193373401
11/21/2024,23.02116,-0.6969,-2.938267295,23.02116,-0.6969,-2.938267295
11/20/2024,23.71806,-0.15042,-0.630203515,23.71806,-0.15042,-0.630203515
11/19/2024,23.86848,-0.13073,-0.544726264,23.86848,-0.13073,-0.544726264
11/18/2024,23.99921,-0.36898,-1.514187143,23.99921,-0.36898,-1.514187143
11/15/2024,24.36819,-0.4877,-1.962110389,24.36819,-0.4877,-1.962110389
11/14/2024,24.85589,0.50491,2.073468912,24.85589,0.51548,2.117795058
11/13/2024,24.35098,-0.10876,-0.444649044,24.34041,-0.10873,-0.444719119
11/12/2024,24.45974,-0.45892,-1.841672064,24.44914,-0.46952,-1.884210467
11/11/2024,24.91866,-0.47238,-1.860420054,24.91866,-0.46167,-1.819007081
11/8/2024,25.39104,0.26941,1.07242245,25.38033,0.26951,1.073282354
11/7/2024,25.12163,0.37444,1.513060675,25.11082,0.36363,1.469378948
11/6/2024,24.74719,-0.56669,-2.238653261,24.74719,-0.55576,-2.196423737
11/5/2024,25.31388,0.29096,1.162773969,25.30295,0.28003,1.119094015
11/4/2024,25.02292,-0.3875,-1.524964955,25.02292,-0.37666,-1.482937907
11/1/2024,25.41042,0.34092,1.359899479,25.39958,0.39526,1.580766843
10/31/2024,25.0695,-0.36781,-1.445946918,25.00432,-0.43299,-1.702184704
10/30/2024,25.43731,-0.08646,-0.338743062,25.43731,-0.08646,-0.338743062
10/29/2024,25.52377,-0.27843,-1.079094031,25.52377,-0.27843,-1.079094031
10/28/2024,25.8022,0.29159,1.143014612,25.8022,0.3024,1.185891654
10/25/2024,25.51061,0.148,0.583536158,25.4998,0.13719,0.540914362
10/24/2024,25.36261,0.00297,0.011711523,25.36261,0.00297,0.011711523
10/23/2024,25.35964,-0.19047,-0.745476243,25.35964,-0.17966,-0.703464856
10/22/2024,25.55011,-0.25321,-0.981307832,25.5393,-0.26402,-1.023201666
10/21/2024,25.80332,-0.35355,-1.351652549,25.80332,-0.35355,-1.351652549
10/18/2024,26.15687,0.06862,0.263030291,26.15687,0.09027,0.346305234
10/17/2024,26.08825,0.01592,0.061060902,26.0666,-0.00573,-0.021977322
10/16/2024,26.07233,-0.27058,-1.027145444,26.07233,-0.20524,-0.781046345
10/15/2024,26.34291,0.58148,2.257172836,26.27757,0.51614,2.003537847
10/14/2024,25.76143,-0.16728,-0.645153577,25.76143,-0.16728,-0.645153577
10/11/2024,25.92871,0.37595,1.47126964,25.92871,0.37595,1.47126964
10/10/2024,25.55276,-0.36884,-1.422905993,25.55276,-0.36884,-1.422905993
10/9/2024,25.9216,-0.12445,-0.477807575,25.9216,-0.12445,-0.477807575
10/8/2024,26.04605,0.32152,1.249857626,26.04605,0.32152,1.249857626
10/7/2024,25.72453,0.11101,0.433403921,25.72453,0.11101,0.433403921
10/4/2024,25.61352,-0.26286,-1.01582988,25.61352,-0.26286,-1.01582988
10/3/2024,25.87638,-0.27187,-1.039725412,25.87638,-0.26082,-0.997888068
10/2/2024,26.14825,0.11608,0.445909811,26.1372,0.13819,0.531520239
10/1/2024,26.03217,-0.16563,-0.63222866,25.99901,-0.18764,-0.716548318
9/30/2024,26.1978,-0.41087,-1.54412077,26.18665,-0.41087,-1.544768084
9/27/2024,26.60867,0.36152,1.37736859,26.59752,0.36154,1.378031238
9/26/2024,26.24715,0.25806,0.992955121,26.23598,0.24689,0.949975547
9/25/2024,25.98909,0.16716,0.647356724,25.98909,0.16716,0.647356724
9/24/2024,25.82193,0.67943,2.702316794,25.82193,0.69055,2.747759972
9/23/2024,25.1425,-0.27835,-1.09496732,25.13138,-0.28947,-1.13871094
9/20/2024,25.42085,-0.31604,-1.227964995,25.42085,-0.31604,-1.227964995
9/19/2024,25.73689,0.2963,1.164674247,25.73689,0.2963,1.164674247
9/18/2024,25.44059,-0.2999,-1.165090486,25.44059,-0.2999,-1.165090486
9/17/2024,25.74049,-0.29024,-1.11498986,25.74049,-0.27911,-1.072691356
9/16/2024,26.03073,-0.12751,-0.487456343,26.0196,-0.11647,-0.445629354
9/13/2024,26.15824,0.15596,0.599793557,26.13607,0.14483,0.557226204
9/12/2024,26.00228,0.29094,1.13156296,25.99124,0.31294,1.218694384
9/11/2024,25.71134,0.28308,1.113249589,25.6783,0.25004,0.983315414
9/10/2024,25.42826,-0.4485,-1.733215441,25.42826,-0.43745,-1.69123523
9/9/2024,25.87676,0.4772,1.878772703,25.86571,0.46615,1.835268013
9/6/2024,25.39956,-0.33256,-1.292392543,25.39956,-0.33256,-1.292392543
9/5/2024,25.73212,-0.12919,-0.499549327,25.73212,-0.1181,-0.45686265
9/4/2024,25.86131,-0.19073,-0.732111574,25.85022,-0.20182,-0.774680217
9/3/2024,26.05204,-0.11905,-0.454891256,26.05204,-0.11905,-0.454891256
9/2/2024,26.17109,0.05994,0.229557105,26.17109,0.07099,0.271991295
8/30/2024,26.11115,-0.50781,-1.907700376,26.1001,-0.51886,-1.949212141
8/29/2024,26.61896,0.6432,2.476154692,26.61896,0.65432,2.520042643
8/28/2024,25.97576,-0.15268,-0.584344109,25.96464,-0.1638,-0.626903099
8/27/2024,26.12844,0.0665,0.255161358,26.12844,0.07767,0.298148577
8/26/2024,26.06194,-0.02935,-0.112489647,26.05077,-0.04052,-0.155300869
8/23/2024,26.09129,0.42719,1.664543078,26.09129,0.4383,1.708572763
8/22/2024,25.6641,0.30695,1.210506701,25.65299,0.29584,1.166692629
8/21/2024,25.35715,0.23725,0.94447032,25.35715,0.24837,0.989175898
8/20/2024,25.1199,0.28092,1.130964315,25.10878,0.28087,1.131267191
8/19/2024,24.83898,0.24504,0.996343002,24.82791,0.24497,0.99650408
8/16/2024,24.59394,0.22278,0.914113239,24.58294,0.22276,0.914443161
8/15/2024,24.37116,-0.03371,-0.138128169,24.36018,-0.03367,-0.138026593
8/14/2024,24.40487,0.14578,0.600929384,24.39385,0.14573,0.600995046
8/13/2024,24.25909,0.06464,0.26716871,24.24812,0.0646,0.267124058
8/12/2024,24.19445,0.00886,0.036633384,24.18352,0.00885,0.036608566
8/9/2024,24.18559,-0.17421,-0.715153655,24.17467,-0.17422,-0.715515163
8/8/2024,24.3598,-0.47683,-1.91986594,24.34889,-0.48774,-1.963792994
8/7/2024,24.83663,1.51628,6.501960734,24.83663,1.51628,6.501960734
8/6/2024,23.32035,-0.17789,-0.757035421,23.32035,-0.16693,-0.710725124
8/5/2024,23.49824,0.10291,0.439874112,23.48728,0.11378,0.486790596
8/2/2024,23.39533,0.17307,0.7452763,23.3735,0.16203,0.698060054
8/1/2024,23.22226,-0.54673,-2.300181876,23.21147,-0.55752,-2.345577157
7/31/2024,23.76899,0.74598,3.240149746,23.76899,0.74598,3.240149746
7/30/2024,23.02301,0.16695,0.730440855,23.02301,0.17777,0.778148971
7/29/2024,22.85606,-0.32985,-1.422631245,22.84524,-0.34067,-1.469297517
7/26/2024,23.18591,-0.38463,-1.631825151,23.18591,-0.37377,-1.58648165
7/25/2024,23.57054,-7.2246,-23.46019534,23.55968,-7.23546,-23.49546065
7/24/2024,30.79514,0.16797,0.548434609,30.79514,0.17883,0.584100435
7/23/2024,30.62717,-0.09312,-0.303122138,30.61631,-0.10398,-0.338473367
7/22/2024,30.72029,0.12255,0.400519777,30.72029,0.13344,0.436265912
7/19/2024,30.59774,-0.03256,-0.106299971,30.58685,-0.02161,-0.070601396
7/18/2024,30.6303,0.58373,1.94275087,30.60846,0.56189,1.870063704
7/17/2024,30.04657,-0.03974,-0.132086653,30.04657,-0.03974,-0.132086653
7/16/2024,30.08631,-0.06878,-0.22808753,30.08631,-0.05787,-0.191977357
7/15/2024,30.15509,0.27539,0.921662533,30.14418,0.26448,0.885149449
7/12/2024,29.8797,0.28886,0.976180467,29.8797,0.28886,0.976180467
7/11/2024,29.59084,-0.02101,-0.070951325,29.59084,-0.02101,-0.070951325
7/10/2024,29.61185,-0.46157,-1.534810474,29.61185,-0.45076,-1.499404077
7/9/2024,30.07342,0.16627,0.555954011,30.06261,0.15546,0.519808808
7/8/2024,29.90715,-0.43813,-1.443815974,29.90715,-0.41648,-1.373450342
7/5/2024,30.34528,0.13655,0.452021651,30.32363,0.1149,0.380353626
7/4/2024,30.20873,0.54132,1.824628439,30.20873,0.54132,1.824628439
7/3/2024,29.66741,-0.23194,-0.775735927,29.66741,-0.21048,-0.704467417
7/2/2024,29.89935,0.46422,1.577095124,29.87789,0.44276,1.504189042
7/1/2024,29.43513,-0.33392,-1.121701902,29.43513,-0.33392,-1.121701902
6/28/2024,29.76905,-0.62812,-2.066376574,29.76905,-0.57459,-1.893609336
6/27/2024,30.39717,0.25257,0.837861508,30.34364,0.20972,0.695959902
6/26/2024,30.1446,0.02073,0.068815859,30.13392,0.01005,0.033362247
6/25/2024,30.12387,0.10693,0.356232181,30.12387,0.10693,0.356232181
6/24/2024,30.01694,0.36802,1.241259378,30.01694,0.37872,1.277809531
6/21/2024,29.64892,-0.44846,-1.490030029,29.63822,-0.44845,-1.4905272
6/20/2024,30.09738,0.11325,0.377699803,30.08667,0.10254,0.341980908
6/19/2024,29.98413,-0.25689,-0.849475315,29.98413,-0.25689,-0.849475315
6/18/2024,30.24102,-0.20726,-0.680695264,30.24102,-0.20726,-0.680695264
6/17/2024,30.44828,-0.18868,-0.615857448,30.44828,-0.14588,-0.476823028
6/14/2024,30.63696,-0.30131,-0.973907074,30.59416,-0.34411,-1.112247065
6/13/2024,30.93827,-0.24907,-0.79862534,30.93827,-0.24907,-0.79862534
6/12/2024,31.18734,0.909,3.002146089,31.18734,0.91974,3.038694842
6/11/2024,30.27834,-0.10171,-0.334792076,30.2676,-0.11245,-0.370144223
6/10/2024,30.38005,-0.12247,-0.40150781,30.38005,-0.11166,-0.366197894
6/7/2024,30.50252,-0.66353,-2.129015387,30.49171,-0.67434,-2.163700565
6/6/2024,31.16605,0.24711,0.799218861,31.16605,0.24711,0.799218861
6/5/2024,30.91894,-0.02378,-0.076851679,30.91894,-0.0129,-0.0417046
6/4/2024,30.94272,-0.35166,-1.123716143,30.93184,-0.36254,-1.158482769
6/3/2024,31.29438,0.29365,0.947235759,31.29438,0.32619,1.053306635
5/31/2024,31.00073,0.59453,1.955292013,30.96819,0.56199,1.848274365
5/30/2024,30.4062,0.1863,0.616481193,30.4062,0.19711,0.652485725
5/29/2024,30.2199,-0.59985,-1.946316891,30.20909,-0.59978,-1.946777016
5/28/2024,30.81975,-0.63081,-2.005719453,30.80887,-0.64169,-2.040313432
5/27/2024,31.45056,0.17866,0.571311625,31.45056,0.18951,0.606217641
5/24/2024,31.2719,0.24588,0.792496105,31.26105,0.24584,0.792643351
5/23/2024,31.02602,-0.40784,-1.297454401,31.01521,-0.4078,-1.297775102
5/22/2024,31.43386,0.76046,2.47921652,31.42301,0.74961,2.443843852
5/21/2024,30.6734,-0.3599,-1.159721976,30.6734,-0.34903,-1.125089169
5/20/2024,31.0333,-0.20421,-0.653733284,31.02243,-0.20421,-0.653960849
5/17/2024,31.23751,0.61914,2.022119401,31.22664,0.61915,2.022870872
5/16/2024,30.61837,-0.1059,-0.344678653,30.60749,-0.10591,-0.3448332
5/15/2024,30.72427,0.28523,0.937053205,30.7134,0.27436,0.901342486
5/14/2024,30.43904,0.03234,0.106358138,30.43904,0.04314,0.141927036
5/13/2024,30.4067,0.22312,0.739209862,30.3959,0.21232,0.703428818
5/10/2024,30.18358,-0.91596,-2.945252566,30.18358,-0.91596,-2.945252566
5/9/2024,31.09954,-0.51519,-1.629588486,31.09954,-0.50445,-1.596159219
5/8/2024,31.61473,0.13402,0.425721021,31.60399,0.12328,0.391604891
5/7/2024,31.48071,0.06373,0.202852088,31.48071,0.08527,0.271599952
5/6/2024,31.41698,0.28749,0.923529425,31.39544,0.27672,0.88923966
5/3/2024,31.12949,1.21834,4.073196784,31.11872,1.21829,4.074489899
5/2/2024,29.91115,0.33032,1.11666914,29.90043,0.33028,1.116937182
4/30/2024,29.58083,-0.02293,-0.077456377,29.57015,-0.02288,-0.077315503
4/29/2024,29.60376,0.10695,0.362581581,29.59303,0.09622,0.326204766
4/26/2024,29.49681,0.54457,1.880925276,29.49681,0.54457,1.880925276
4/25/2024,28.95224,0.02239,0.07739411,28.95224,0.03308,0.114387831
4/24/2024,28.92985,-0.37745,-1.287904379,28.91916,-0.38814,-1.324379933
4/23/2024,29.3073,0.56565,1.968049851,29.3073,0.60824,2.119372551
4/22/2024,28.74165,0.21024,0.7368721,28.69906,0.18896,0.662782663
4/19/2024,28.53141,-0.06124,-0.214180917,28.5101,-0.0719,-0.251556924
4/18/2024,28.59265,-0.0452,-0.157833078,28.582,-0.0452,-0.157891795
4/17/2024,28.63785,0.16285,0.57190518,28.6272,0.16282,0.572013162
4/16/2024,28.475,-0.3911,-1.354876481,28.46438,-0.39109,-1.355340946
4/15/2024,28.8661,0.09013,0.313212726,28.85547,0.09014,0.313363344
4/12/2024,28.77597,-0.91289,-3.074857034,28.76533,-0.91281,-3.07569814
4/11/2024,29.68886,0.13265,0.448805852,29.67814,0.13267,0.449036688
4/10/2024,29.55621,0.09574,0.324977843,29.54547,0.085,0.288522213
4/9/2024,29.46047,-0.23598,-0.794640437,29.46047,-0.23598,-0.794640437
4/8/2024,29.69645,-0.20007,-0.669208323,29.69645,-0.18924,-0.633212752
4/5/2024,29.89652,-0.25892,-0.858617881,29.88569,-0.25889,-0.85882769
4/4/2024,30.15544,-0.71291,-2.309517677,30.14458,-0.72377,-2.344699344
4/3/2024,30.86835,1.78398,6.133810015,30.86835,1.79475,6.173126135
4/2/2024,29.08437,-1.01488,-3.371778367,29.0736,-1.01485,-3.372888932
3/28/2024,30.09925,0.69321,2.357372839,30.08845,0.68241,2.32064569
3/27/2024,29.40604,0.27065,0.928938998,29.40604,0.27065,0.928938998
3/26/2024,29.13539,-0.04865,-0.166700704,29.13539,-0.04865,-0.166700704
3/25/2024,29.18404,-0.50004,-1.684539322,29.18404,-0.50004,-1.684539322
3/22/2024,29.68408,0.18289,0.619941094,29.68408,0.18289,0.619941094
3/21/2024,29.50119,-0.17926,-0.603966584,29.50119,-0.15753,-0.531142275
3/20/2024,29.68045,0.45629,1.561345134,29.65872,0.43456,1.486988848
3/19/2024,29.22416,0.25828,0.891669785,29.22416,0.25828,0.891669785
3/18/2024,28.96588,-0.76921,-2.586876313,28.96588,-0.75832,-2.551187248
3/15/2024,29.73509,-0.19327,-0.645775445,29.7242,-0.19328,-0.646043718
3/14/2024,29.92836,0.42116,1.427312656,29.91748,0.42124,1.428114227
3/13/2024,29.5072,0.22244,0.759575971,29.49624,0.2224,0.759722674
3/12/2024,29.28476,0.22426,0.771700418,29.27384,0.21334,0.734123639
3/11/2024,29.0605,-0.21226,-0.725110991,29.0605,-0.20133,-0.688029423
3/8/2024,29.27276,-0.25714,-0.870778431,29.26183,-0.26807,-0.907791764
3/7/2024,29.5299,-0.07993,-0.269944137,29.5299,-0.05813,-0.196464584
3/6/2024,29.60983,0.02719,0.091912013,29.58803,0.00539,0.018220145
3/5/2024,29.58264,-0.27686,-0.927209096,29.58264,-0.27686,-0.927209096
3/4/2024,29.8595,-0.01003,-0.03357937,29.8595,-0.01003,-0.03357937
3/1/2024,29.86953,-0.23007,-0.764362317,29.86953,-0.23007,-0.764362317
2/29/2024,30.0996,1.31387,4.564310163,30.0996,1.35722,4.722016757
2/28/2024,28.78573,0.18249,0.638004646,28.74238,0.13914,0.486448388
2/27/2024,28.60324,-0.69995,-2.388647789,28.60324,-0.68911,-2.352525489
2/26/2024,29.30319,0.14064,0.482262354,29.29235,0.1298,0.445091393
2/23/2024,29.16255,0.03511,0.120539258,29.16255,0.03511,0.120539258
2/22/2024,29.12744,0.0323,0.111015104,29.12744,0.04311,0.148224147
2/21/2024,29.09514,-0.07564,-0.259300574,29.08433,-0.08645,-0.296358205
2/20/2024,29.17078,0.00015,0.000514216,29.17078,0.00015,0.000514216
2/19/2024,29.17063,0.21014,0.72560927,29.17063,0.22092,0.763116453
2/16/2024,28.96049,0.15062,0.522806941,28.94971,0.13984,0.485389209
2/15/2024,28.80987,-0.43211,-1.477704314,28.80987,-0.42137,-1.441505732
2/14/2024,29.24198,-0.02068,-0.070670267,29.23124,-0.02071,-0.070798699
2/13/2024,29.26266,-0.37706,-1.272144271,29.25195,-0.35542,-1.200444349
2/12/2024,29.63972,0.07529,0.254664135,29.60737,0.04294,0.145242103
2/9/2024,29.56443,0.19723,0.671599608,29.56443,0.19723,0.671599608
2/8/2024,29.3672,-0.04278,-0.145460827,29.3672,-0.02125,-0.072307318
2/7/2024,29.40998,0.08125,0.277032112,29.38845,0.07047,0.240364445
2/6/2024,29.32873,0.44082,1.525967091,29.31798,0.43007,1.488754292
2/5/2024,28.88791,-0.31516,-1.079201604,28.88791,-0.31516,-1.079201604
2/2/2024,29.20307,-0.43673,-1.473457986,29.20307,-0.42586,-1.437311439
2/1/2024,29.6398,-0.05665,-0.190763542,29.62893,-0.06752,-0.227367244
1/31/2024,29.69645,-0.39261,-1.304826405,29.69645,-0.38178,-1.269290114
1/30/2024,30.08906,0.35606,1.197524636,30.07823,0.35604,1.197892887
1/29/2024,29.733,-0.4146,-1.375233849,29.72219,-0.42541,-1.411090767
1/26/2024,30.1476,0.01796,0.059609076,30.1476,0.0288,0.095621339
1/25/2024,30.12964,0.1736,0.579515851,30.1188,0.16276,0.543329492
1/24/2024,29.95604,0.40634,1.375107023,29.95604,0.40634,1.375107023
1/23/2024,29.5497,-0.6867,-2.271103703,29.5497,-0.6867,-2.271103703
1/22/2024,30.2364,0.59382,2.003266922,30.2364,0.6156,2.078269324
1/19/2024,29.64258,0.44004,1.506855226,29.6208,0.41826,1.432272672
1/18/2024,29.20254,0.39412,1.368072251,29.20254,0.39412,1.368072251
1/17/2024,28.80842,-0.18493,-0.637835918,28.80842,-0.18493,-0.637835918
1/16/2024,28.99335,-0.47867,-1.624150635,28.99335,-0.45677,-1.550995378
1/15/2024,29.47202,-0.03823,-0.129548208,29.45012,-0.04918,-0.16671582
1/12/2024,29.51025,0.85148,2.971097503,29.4993,0.85148,2.97223314
1/11/2024,28.65877,0.53938,1.918178168,28.64782,0.52843,1.879237067
1/10/2024,28.11939,0.51104,1.851034198,28.11939,0.51104,1.851034198
1/9/2024,27.60835,-0.15503,-0.558397429,27.60835,-0.15503,-0.558397429
1/8/2024,27.76338,0.16851,0.610656981,27.76338,0.16851,0.610656981
1/5/2024,27.59487,0.06657,0.241823869,27.59487,0.06657,0.241823869
1/4/2024,27.5283,0.17354,0.634405127,27.5283,0.17354,0.634405127
1/3/2024,27.35476,-0.38412,-1.384771123,27.35476,-0.37317,-1.345827114
1/2/2024,27.73888,-0.8173,-2.862077491,27.72793,-0.82825,-2.900422956
12/29/2023,28.55618,0.00741,0.025955584,28.55618,0.01848,0.064756445
12/28/2023,28.54877,-0.17987,-0.626099948,28.5377,-0.17983,-0.62620288
12/27/2023,28.72864,0.51666,1.831349661,28.71753,0.50555,1.791969227
12/22/2023,28.21198,-0.055,-0.194573315,28.21198,-0.04401,-0.155754585
12/21/2023,28.26698,-0.26765,-0.937983075,28.25599,-0.27864,-0.97649768
12/20/2023,28.53463,-0.09914,-0.346234534,28.53463,-0.09914,-0.346234534
12/19/2023,28.63377,-0.09594,-0.333940022,28.63377,-0.09594,-0.333940022
12/18/2023,28.72971,0.34189,1.204354544,28.72971,0.36371,1.282204047
12/15/2023,28.38782,0.06095,0.21516673,28.366,0.03913,0.138137394
12/14/2023,28.32687,0.66591,2.407400177,28.32687,0.66591,2.407400177
12/13/2023,27.66096,-0.13972,-0.502577635,27.66096,-0.12893,-0.463945701
12/12/2023,27.80068,0.53241,1.952489102,27.78989,0.52162,1.912919301
12/11/2023,27.26827,0.37827,1.406731127,27.26827,0.37827,1.406731127
12/8/2023,26.89,-0.20988,-0.774468374,26.89,-0.20988,-0.774468374
12/7/2023,27.09988,0.27426,1.022380843,27.09988,0.27426,1.022380843
12/6/2023,26.82562,0.05067,0.189244051,26.82562,0.06146,0.229635453
12/5/2023,26.77495,0.04556,0.170449082,26.76416,0.05642,0.211249623
12/4/2023,26.72939,-0.04033,-0.150655293,26.70774,-0.06198,-0.231530251
12/1/2023,26.76972,0.37236,1.410595605,26.76972,0.38325,1.452448926
11/30/2023,26.39736,-0.15358,-0.578435264,26.38647,-0.1535,-0.578372922
11/29/2023,26.55094,-0.13648,-0.511402001,26.53997,-0.14745,-0.552507511
11/28/2023,26.68742,0.12873,0.484700111,26.68742,0.13967,0.526108616
11/27/2023,26.55869,0.03771,0.142189316,26.54775,0.03771,0.142247994
11/24/2023,26.52098,0.17208,0.653082292,26.51004,0.17205,0.653238915
11/23/2023,26.3489,0.52215,2.021741024,26.33799,0.52212,2.022476872
11/22/2023,25.82675,0.00951,0.036835851,25.81587,-0.00137,-0.005306532
11/21/2023,25.81724,0.04731,0.183586063,25.81724,0.04731,0.183586063
11/20/2023,25.76993,-0.3334,-1.277231679,25.76993,-0.3334,-1.277231679
11/17/2023,26.10333,-0.28647,-1.085533047,26.10333,-0.28647,-1.085533047
11/16/2023,26.3898,0.15568,0.593425661,26.3898,0.17739,0.676740521
11/15/2023,26.23412,-0.11116,-0.421935163,26.21241,-0.13287,-0.504340816
11/14/2023,26.34528,1.26316,5.036097427,26.34528,1.26316,5.036097427
11/13/2023,25.08212,-0.01353,-0.053913726,25.08212,-0.00285,-0.011361385
11/10/2023,25.09565,-0.37155,-1.458935415,25.08497,-0.37152,-1.459431367
11/9/2023,25.4672,0.05712,0.224792681,25.45649,0.05711,0.224848008
11/8/2023,25.41008,0.30845,1.228804663,25.39938,0.29775,1.186177949
11/7/2023,25.10163,-0.00987,-0.039304701,25.10163,-0.00987,-0.039304701
11/6/2023,25.1115,-0.26003,-1.024888921,25.1115,-0.26003,-1.024888921
11/3/2023,25.37153,0.70394,2.85370399,25.37153,0.71457,2.898045826
11/2/2023,24.66759,0.43709,1.803883535,24.65696,0.42646,1.760013206
11/1/2023,24.2305,-0.19775,-0.809513575,24.2305,-0.19775,-0.809513575
10/31/2023,24.42825,-0.30599,-1.237110985,24.42825,-0.29538,-1.194727473
10/30/2023,24.73424,0.06527,0.264583402,24.72363,0.05466,0.221573904
10/27/2023,24.66897,-1.77988,-6.72951754,24.66897,-1.76935,-6.692369258
10/26/2023,26.44885,-0.49625,-1.841707769,26.43832,-0.50678,-1.88078723
10/25/2023,26.9451,0.46701,1.76376015,26.9451,0.4776,1.804477189
10/24/2023,26.47809,0.50881,1.959276499,26.4675,0.49822,1.918497548
10/23/2023,25.96928,0.19322,0.749610297,25.96928,0.19322,0.749610297
10/20/2023,25.77606,-0.34555,-1.32285108,25.77606,-0.33495,-1.282792201
10/19/2023,26.12161,0.1479,0.569421927,26.11101,0.1373,0.528611431
10/18/2023,25.97371,-0.37049,-1.406343711,25.97371,-0.35991,-1.366731957
10/17/2023,26.3442,0.14545,0.555179159,26.33362,0.13487,0.514795553
10/16/2023,26.19875,0.05236,0.200257091,26.19875,0.05236,0.200257091
10/13/2023,26.14639,-0.79576,-2.953587594,26.14639,-0.79576,-2.953587594
10/12/2023,26.94215,0.07462,0.277733011,26.94215,0.07462,0.277733011
10/11/2023,26.86753,-0.04657,-0.17303198,26.86753,-0.04657,-0.17303198
10/10/2023,26.9141,0.62678,2.384343478,26.9141,0.64785,2.466473136
10/9/2023,26.28732,0.11487,0.438896626,26.26625,0.10438,0.398977596
10/6/2023,26.17245,0.1696,0.652236197,26.16187,0.15902,0.61154835
10/5/2023,26.00285,-0.09845,-0.377184278,26.00285,-0.07742,-0.296852755
10/4/2023,26.1013,0.28108,1.088604202,26.08027,0.27052,1.048131036
10/3/2023,25.82022,-0.01419,-0.054926743,25.80975,-0.02466,-0.095454086
10/2/2023,25.83441,-0.32498,-1.242307256,25.83441,-0.31441,-1.202386953
9/29/2023,26.15939,0.50345,1.962313601,26.14882,0.49288,1.921114565
9/28/2023,25.65594,0.52226,2.077928899,25.65594,0.52226,2.077928899
9/27/2023,25.13368,0.03231,0.128718074,25.13368,0.03231,0.128718074
9/26/2023,25.10137,-0.17457,-0.690656806,25.10137,-0.17457,-0.690656806
9/25/2023,25.27594,-0.39436,-1.536250063,25.27594,-0.39436,-1.536250063
9/22/2023,25.6703,0.06393,0.249664439,25.6703,0.07459,0.291416022
9/21/2023,25.60637,-0.59776,-2.281167129,25.59571,-0.60842,-2.321847739
9/20/2023,26.20413,0.1541,0.591554021,26.20413,0.16478,0.632811495
9/19/2023,26.05003,0.37854,1.474554068,26.03935,0.37855,1.47520732
9/18/2023,25.67149,-0.14408,-0.558112798,25.6608,-0.12275,-0.47607874
9/15/2023,25.81557,0.30057,1.178012934,25.78355,0.26855,1.052518127
9/14/2023,25.515,0.24143,0.955266707,25.515,0.24143,0.955266707
9/13/2023,25.27357,0.07452,0.295725434,25.27357,0.07452,0.295725434
9/12/2023,25.19905,-0.52809,-2.052657233,25.19905,-0.52809,-2.052657233
9/11/2023,25.72714,0.54898,2.180381728,25.72714,0.54898,2.180381728
9/8/2023,25.17816,0.33418,1.345114591,25.17816,0.33418,1.345114591
9/7/2023,24.84398,0.12135,0.490845836,24.84398,0.13207,0.534438657
9/6/2023,24.72263,0.38699,1.590219119,24.71191,0.387,1.590961693
9/5/2023,24.33564,-0.16674,-0.680505322,24.32491,-0.16668,-0.680560143
9/4/2023,24.50238,0.06584,0.269432579,24.49159,0.06583,0.26951055
9/1/2023,24.43654,-0.37393,-1.507145975,24.42576,-0.37387,-1.507562814
8/31/2023,24.81047,-0.48322,-1.910436951,24.79963,-0.49406,-1.953293489
8/30/2023,25.29369,0.09153,0.363183156,25.29369,0.10239,0.406449846
8/29/2023,25.20216,0.35457,1.426979437,25.1913,0.35452,1.427399204
8/28/2023,24.84759,0.16793,0.680438872,24.83678,0.15712,0.63663762
8/25/2023,24.67966,-0.07879,-0.318234784,24.67966,-0.06797,-0.274652563
